source,target,relation
Researchers,Irminsul research,participates_in
Sage Khajehand,Sumeru Akademiya,member_of
Sage Naphis,Sumeru Akademiya,member_of
Tighnari,Sage Naphis,knows
Tighnari,Rohawi,knows
Traveler,Rohawi,knows
Paimon,Rohawi,knows
Traveler,Akasha Terminal,has
Paimon,Akasha Terminal,has
Akasha Terminal,access Sumeru's Akasha System,has_attribute
Katheryne,Adventurers' Guild,member_of
Asfand,Corps of Thirty,member_of
Dunyarzad,Lesser Lord Kusanali,knows
Dehya,Dunyarzad,knows
Dunyarzad,Sabzeruz Festival,participates_in
Nilou,Lesser Lord Kusanali,knows
Nilou,Sabzeruz Festival,participates_in
Nilou,Performer of Dance of Sabzeruz,plays_role
Dance of Sabzeruz,Sabzeruz Festival,occurs_in
Padisarahs,Extinct,has_attribute
Azar,Grand Sage,has_attribute
Aaru Village,Akademiya convoy robbery,occurs_in
Knowledge Capsule,Port Ormos,occurs_in
Ayn Al-Ahmar,Greater Lord Rukkhadevata,opposes
King Deshret,Deceased,has_attribute
Alhaitham,Akademiya,member_of
Alhaitham,Ayn Al-Ahmar,opposes
Dori,Merchant,has_attribute
Mizri,Ayn Al-Ahmar,member_of
Mizri,Divine Knowledge Capsule,has
Mizri,Akasha Terminal,has
Matra,Mizri,opposes
Alhaitham,Traveler,knows
Traveler,Paimon,knows
Alhaitham,Divine Knowledge Capsule,has
Mizri,insane,has_attribute
Researchers,insane,has_attribute
Researchers,connection to Irminsul,has
Divine Knowledge Capsule,not divine knowledge,has_attribute
Divine Knowledge Capsule,not power,has_attribute
Alhaitham,Lesser Lord Kusanali,knows
Traveler,Sabzeruz Festival,participates_in
Paimon,Sabzeruz Festival,participates_in
Sabzeruz Festival,Sumeru City,occurs_in
Alhaitham,Divine Knowledge Capsule,has
Sages,report,has
Traveler,The Morn a Thousand Roses Brings,participates_in
Paimon,The Morn a Thousand Roses Brings,participates_in
The Morn a Thousand Roses Brings,Sumeru,occurs_in
The Morn a Thousand Roses Brings,Sabzeruz Festival,includes
Dunyarzad,The Morn a Thousand Roses Brings,participates_in
Dehya,The Morn a Thousand Roses Brings,participates_in
Nilou,The Morn a Thousand Roses Brings,participates_in
Azar,The Morn a Thousand Roses Brings,participates_in
Setaria,The Morn a Thousand Roses Brings,participates_in
Nahida,The Morn a Thousand Roses Brings,participates_in
The Morn a Thousand Roses Brings,Through Mists of Smoke and Forests Dark,after
Traveler,Paimon,knows
Traveler,Dunyarzad,knows
Traveler,Dehya,knows
Traveler,Nilou,knows
Traveler,Nahida,knows
Paimon,Dunyarzad,knows
Dunyarzad,Eleazar,has_attribute
Dehya,greatsword,has
Azar,Sabzeruz Festival,opposes
The Morn a Thousand Roses Brings,Grand Bazaar,occurs_in
The Morn a Thousand Roses Brings,Port Ormos,occurs_in
The Morn a Thousand Roses Brings,Vihar's venue,occurs_in
The Morn a Thousand Roses Brings,Lambad's Tavern,occurs_in
The Morn a Thousand Roses Brings,Bimarstan hospital,occurs_in
Dunyarzad,Sumeru,from
Dehya,Sumeru,from
Nilou,Sumeru,from
Azar,Sumeru,from
Nahida,Sumeru,from
Traveler,Akasha,knows
Dehya,Akasha,knows
Akasha,extracting information,has_attribute
Traveler,mental fatigue,has_attribute
Khajeh,mysterious voice,plays_role
Azar,mysterious voice,plays_role
Nahida,Moon,has_attribute
Dehya,greatsword,has
Traveler,samsara,knows
Dehya,samsara,knows
Nahida,samsara,knows
Traveler,leaving city,participates_in
Nahida,Traveler leaving city,knows
Paimon,Traveler leaving city,knows
Akasha,compiling wisdom,has_attribute
Akasha,stealing dreams,has_attribute
Sages,lying about dreams,has_attribute
Samsara,collective dream,has_attribute
Samsara,Sabzeruz Festival,occurs_in
Nahida,Lesser Lord Kusanali,plays_role
Nahida,Dendro Archon,plays_role
Dunyarzad,consciousness disappeared,has_attribute
Nahida,Dunyarzad,knows
Traveler,Dunyarzad,knows
Paimon,Dunyarzad,knows
Nahida,how to break samsara,knows
Traveler,how to break samsara,knows
Paimon,how to break samsara,knows
Nahida,traveling stolen dreams,participates_in
Traveler,Vihar,knows
Vihar,Dunyarzad,knows
Dehya,Eremites,opposes
Traveler,Eremites,opposes
Dunyarzad,forgotten something,has_attribute
Paimon,Dunyarzad,knows
Paimon,Dunyarzad's room,enters
Dunyarzad,diary,has
Diary,research on Lesser Lord Kusanali,has_attribute
Traveler,Dunyarzad,knows
Paimon,Dunyarzad,knows
Traveler,Dance of Sabzeruz,participates_in
Paimon,Dance of Sabzeruz,participates_in
Azar,Nilou,scolds
Setaria,Nilou,scolds
Traveler,Azar,opposes
Traveler,Setaria,opposes
Azar,puppet,has_attribute
Setaria,puppet,has_attribute
Nilou,host of the dream,has_attribute
Nabu Malikata's Padisarahs,extinct,has_attribute
Nilou,dream,participates_in
Nilou,dance,performs
Dunyarzad,Nilou's dance,watches
Traveler,Dunyarzad,knows
Paimon,Dunyarzad,knows
Katheryne,Dunyarzad,knows
Nahida,Katheryne,possesses
Nahida,Dunyarzad's consciousness,has
Akasha,cannot harvest Dunyarzad's consciousness,has_attribute
Nahida,Dunyarzad's dream,sustains
Traveler,samsara,breaks
Paimon,samsara,breaks
Nahida,tired,has_attribute
Akasha,unable to host event,has_attribute
Nahida,sages' actions,investigates
Katheryne,Traveler,knows
Katheryne,Paimon,knows
Traveler,King Deshret and the Three Magi,participates_in
Cyno,King Deshret and the Three Magi,participates_in
King Deshret and the Three Magi,Investigation of Missing Village Keepers,includes
Traveler,Investigation of Missing Village Keepers,participates_in
Cyno,Investigation of Missing Village Keepers,participates_in
Sharkan,King Deshret's resurrection,knows
Makan,King Deshret's resurrection,knows
Sharkan,Dendro Archon,opposes
Makan,Dendro Archon,opposes
Isak,Radicals,knows
Isak,Grandpa,has_attribute
Traveler,Teyvat,from
Cyno,Tighnari,knows
Dehya,Zaki,knows
Dehya,Wall of Samiel,opposes
Traveler,Meeting at Caravan Ribat,participates_in
Dehya,Meeting at Caravan Ribat,participates_in
Zaki,Delavar,knows
Delavar,Ambush,participates_in
Engur,Ambush,participates_in
Traveler,Ambush,participates_in
Dehya,Ambush,participates_in
Candace,Interrogation of Radicals,participates_in
Radicals,Masked Man,knows
Masked Man,King Deshret's envoy,plays_role
Uncle Anpu,Akademiya,knows
Alhaitham,Investigation in Village,participates_in
Shani,Screaming,knows
Alhaitham,Screaming,knows
Eleazar Hospital,Dar al-Shifa,occurs_in
Traveler,Exploration of Dar al-Shifa,participates_in
Alhaitham,Exploration of Dar al-Shifa,participates_in
Alhaitham,Razak,knows
Akademiya,Misinformation Campaign,has_attribute
Mizri,Port Ormos,from
Cyno,Akademiya Plans,knows
Alhaitham,Akademiya Plans,knows
Alhaitham,Mole,plays_role
King Deshret and the Three Magi,Sumeru,occurs_in
Caravan Ribat,Sumeru,occurs_in
Aaru Village,Sumeru,occurs_in
Dar al-Shifa,Sumeru,occurs_in
Cyno,Investigation of Desert Headsets,participates_in
Dehya,Rahman,knows
Dehya,Rahman,opposes
Alhaitham,Dehya,knows
Alhaitham,Rahman,knows
Rahman,Dehya,knows
Rahman,Eremites,leads
Dehya,The Group,member_of
Alhaitham,The Group,member_of
Isak,The Group,member_of
Rahman,Desert,occurs_in
Headsets,Desert,found_in
Mysterious Ruins,Desert,occurs_in
King Deshret,Mysterious Ruins,associated_with
Dendro Archon,Mysterious Ruins,associated_with
Kasala,King Deshret,associated_with
Greater Lord Rukkhadevata,King Deshret,knows
Rahman,King Deshret,knows
Morghi,Sages,associated_with
Judar,Sages,associated_with
Traveler,Morghi,knows
Traveler,Judar,knows
Il Dottore,Sages,member_of
Dream Samsara,Sages' Plan,part_of
Divine Canned Knowledge,Sages' Plan,part_of
Dehya,Tighnari,knows
Cyno,Tighnari,knows
Traveler,Plan to convince Tighnari,participates_in
Paimon,Plan to convince Tighnari,participates_in
Dehya,Plan to convince Tighnari,participates_in
Cyno,Plan to convince Tighnari,participates_in
Il Dottore,Dehya,opposes
Il Dottore,Traveler,opposes
Il Dottore,Paimon,opposes
Il Dottore,Tighnari,opposes
Il Dottore,Cyno,opposes
Il Dottore,Alhaitham,opposes
Plan to find information on Dottore,Pardis Dhyai,occurs_in
Tighnari,Akademiya,member_of
Haypasia,Akademiya,from
Il Dottore,Fatui,member_of
Tsaritsa,Fatui,member_of
Dehya,Mercenary skills,has_attribute
Fatui Entourage,Port Ormos,occurs_in
Wikala Funduq,Port Ormos,occurs_in
Scaramouche,Godhood,has_attribute
Scaramouche,Greater Lord Rukkhadevata,plays_role
Akademiya,Sanctuary of Surasthana,has
Jnagarbha Day,Akademiya,occurs_in
Azar,Akademiya,member_of
Alhaitham,Akademiya,member_of
Viraf,Akademiya,member_of
House of Daena,Akademiya,occurs_in
Azar,Office,has
Knowledge Capsule,Azar's office,occurs_in
Aaru Village,Sumeru,occurs_in
Nilou,Alhaitham,knows
Traveler,Waking Nahida,participates_in
Alhaitham,Betrayer,plays_role
Nahida,Self-doubt,has_attribute
Traveler,Nahida,knows
Traveler,Breaking Barrier,participates_in
Nilou,The Plan,participates_in
Sheikh Zubayr,The Plan,knows
Nilou,Performance,participates_in
Azar,Nilou,opposes
Alhaitham,The Plan,participates_in
Dehya,The Plan,participates_in
Eremites,The Plan,participates_in
Isak,Kusanali,plays_role
Azar,Akasha,knows
Uday,Akasha,knows
Cyno,Azar,opposes
Dehya,Traveler,knows
Traveler,Nahida,knows
Nahida,Akasha Control,has_attribute
Nahida,False God,opposes
Nahida,Upgraded Akasha Terminal,has
Traveler,Upgraded Akasha Terminal,has
Fatui,Facility,member_of
Scaramouche,Godhood,has_attribute
Scaramouche,Mechanical Suit,has
Nahida,Scaramouche,opposes
Traveler,Scaramouche,opposes
Scaramouche,Electro Gnosis,has
Nahida,Electro Gnosis,has
Nahida,Rukkhadevata,knows
Traveler,Rukkhadevata,knows
Rukkhadevata,Irminsul,from
Rukkhadevata,Corroded Consciousness,has_attribute
Nahida,Irminsul,knows
People of Sumeru,Dreams,has_attribute
Traveler,Teyvat,from
Dottore,Nahida,opposes
Nahida,Electro Gnosis,has
Electro Gnosis,Ei,from
Dottore,"information about ""the skies of Teyvat being fake""",knows
Nahida,Dendro Gnosis,has
Traveler,Paimon,knows
Nilou,Traveler,knows
Cyno,General Mahamatra,plays_role
Tighnari,Forest Rangers,member_of
Azar,Sages,member_of
Nahida,Scaramouche,opposes
Nahida,Azar,opposes
Alhaitham,Kaveh,knows
Dehya,bodyguard,plays_role
Dunyarzad,cured,has_attribute
Alhaitham,Traveler,knows
Traveler,Dehya,knows
Traveler,Dunyarzad,knows
Traveler,Cyno,knows
Traveler,Rahman,knows
Setaria,Akademiya,member_of
Nahida,Setaria,opposes
Nahida,Rukkhadevata,knows
Traveler,Nahida,knows
Focalors,Archon,plays_role
Traveler,Focalors,knows
Sibling,Khaenri'ah,from
Traveler,Sibling,knows
Nahida,Fatui,knows
Fatui,classified Traveler as Teyvat's fourth Descender,has_attribute
Traveler,outside Teyvat,from
Nahida,Fatui,opposes
Heavenly Principles,Teyvat's first Descender,has_attribute
Nahida,Traveler,knows
Nahida,helping Traveler,plays_role
"Akasha Pulses, the Kalpa Flame Rises",5 Achievements,has
Traveler,Caribert,participates_in
Dainsleif,Caribert,participates_in
Kaeya,Caribert,participates_in
Caribert,Sumeru,occurs_in
Caribert,Avidya Forest,occurs_in
Caribert,Meeting at Djafar Tavern,includes
Traveler,Meeting at Djafar Tavern,participates_in
Paimon,Meeting at Djafar Tavern,participates_in
Kaeya,Meeting at Djafar Tavern,participates_in
Masrur,Traveler,knows
Masrur,Paimon,knows
Masrur,Letter,has
Letter,Kaeya,from
Meeting at Djafar Tavern,Djafar Tavern,occurs_in
Kaeya,Knights of Favonius,member_of
Kaeya,Mondstadt,from
Jean,Knights of Favonius,member_of
Jean,Mondstadt,from
Khaenri'ah,Sumeru,occurs_in
Crepus,Kaeya,knows
Kaeya,Khaenri'ah,from
Dainsleif,Khaenri'ah,from
Alberich,Abyss Order,has_attribute
Kaeya,Alberich,has_attribute
Dainsleif,Traveler,knows
Dainsleif,Paimon,knows
Traveler's Sibling,Loom of Fate,participates_in
Dainsleif,Loom of Fate,participates_in
Caribert,Loom of Fate,after
Avidya Forest,Sumeru,occurs_in
Slimes,Avidya Forest,occurs_in
Traveler,Traveler's Sibling,knows
Paimon,Traveler's Sibling,knows
Traveler,Eide,knows
Eide,Khaenri'ah,from
Eide,Gods,opposes
Hilichurls,Khaenri'ah,from
Caribert,Hilichurl,has_attribute
Eide,Caribert,knows
Caribert,Mondstadt,from
Eide,Caribert,has
Traveler,Caribert,knows
Medicine,Sumeru,from
Traveler,Medicine Creation,participates_in
Eide,Medicine Creation,participates_in
Medicine,Sumeru Rose,includes
Medicine,Kalpalata Lotus,includes
Caribert,Scarf,has
Hilichurls,Prayer,participates_in
Traveler,Abyss Being,opposes
Traveler,Abyss Being,knows
Eide,Abyss Being,knows
Traveler,Defiled Statue,knows
Eide,Defiled Statue,knows
Eide,Mysterious Voice,knows
Traveler,Mysterious Voice,knows
Eide,Chlothar Alberich,knows
Chlothar Alberich,Eide,plays_role
Traveler,Chlothar Alberich,knows
Traveler,Sibling,knows
Chlothar Alberich,Gods,opposes
Traveler,Dainsleif,knows
Traveler,Paimon,knows
Dainsleif,Paimon,knows
Chlothar,Founder of the Abyss Order,plays_role
Chlothar,Abyss Order,member_of
Dainsleif,Traveler,knows
Traveler,Paimon,knows
Traveler,Vision,has
Dainsleif,Sinner,opposes
Abyss Order,Founded 100 years ago,has_attribute
Traveler,Prelude of Blancheur and Noirceur,participates_in
Paimon,Prelude of Blancheur and Noirceur,participates_in
Prelude of Blancheur and Noirceur,Freeing Nahida,includes
Nahida,Sumeru Akademiya,from
Traveler,Dehya,knows
Paimon,Dehya,knows
Traveler,Journey to Fontaine,participates_in
Paimon,Journey to Fontaine,participates_in
Romaritime Harbor,Fontaine,occurs_in
Traveler,Furina,knows
Paimon,Furina,knows
Furina,Hydro Archon,has_attribute
Court of Fontaine,Fontaine,occurs_in
Neuvillette,Court of Fontaine,member_of
Oratrice Mecanique d'Analyse Cardinale,Court of Fontaine,member_of
Traveler,Lynette,knows
Traveler,Lyney,knows
Paimon,Lynette,knows
Paimon,Lyney,knows
Lyney,Performer,plays_role
Lynette,Performer,plays_role
Traveler,Furina,opposes
Clorinde,Furina's Entourage,member_of
Paimon,Flying Object,has_attribute
Lyney,Magic Pocket,has
Hydro Archon,unable to absolve Fontaine's sins,has_attribute
Fontaine,rising water levels,has_attribute
Magic Pockets,helps people transport belongings,has_attribute
Traveler,giving Magic Pockets to people,participates_in
Lyney,preparing people for worst-case scenario,participates_in
Traveler,gathering Romaritime Flowers,participates_in
Traveler,catching a thief,participates_in
Lyney,returning stolen items,participates_in
Lyney,injured,has_attribute
Traveler,taking aquabus,participates_in
Charlotte,meeting Traveler and Paimon,participates_in
Charlotte,case of disappearing young women,knows
Lyney and Lynette,home,has
Freminet,everyone went out,knows
Fontaine,trials,occurs_in
Hydro Dragon,Fontaine,from
Freminet,introverted,has_attribute
Traveler,delivering supplies to Beaumont Workshop,participates_in
Estelle,Beaumont Workshop,from
Lyney,paying Estelle in advance,participates_in
Indemnitium,power source from court trials,has_attribute
Truand,Confrerie of Cabriere,member_of
Childe,Northland Bank debt,knows
Childe,Eleven Fatui Harbingers,member_of
Childe,Delusion,has
Childe,Abyss,knows
Childe,Skirk,knows
Childe,sparring with Champion Duelists,participates_in
Clorinde,Champion Duelist,plays_role
Traveler,Childe's Vision,has
Traveler,hearing mysterious voice,participates_in
Lynette,greeting Traveler,participates_in
Lyney,Performer,plays_role
Lyney,Cowell,knows
Traveler,Lyney,knows
Traveler,Paimon,knows
Traveler,Neuvillette,knows
Traveler,Furina,knows
Neuvillette,Lyney,knows
Neuvillette,Traveler,knows
Neuvillette,Furina,knows
Furina,Traveler,knows
Furina,Lyney,knows
Opera House,Fontaine,occurs_in
Performance,Opera House,occurs_in
Neuvillette,Chief Justice,plays_role
Cowell,Deceased,has_attribute
Lyney,Furina,opposes
Traveler,Furina,opposes
Trial,Court,occurs_in
Traveler,Lyney's attorney,plays_role
Esmond,Lyney,knows
Navia,Spina di Rosula,member_of
Silver,Spina di Rosula,member_of
Melus,Spina di Rosula,member_of
Lyney,House of the Hearth,member_of
Lynette,House of the Hearth,member_of
House of the Hearth,Fatui,member_of
Traveler,As Light Rain Falls Without Reason,participates_in
As Light Rain Falls Without Reason,Disappearance Case,includes
Paimon,As Light Rain Falls Without Reason,participates_in
Navia,As Light Rain Falls Without Reason,participates_in
Furina,Trial,plays_role
Navia,Fonta,has
Paimon,Fonta,has
Traveler,Oceanid,knows
Oceanid,Disappearing girls,plays_role
Traveler,Battle with Clockwork Meka,participates_in
Navia,Battle with Clockwork Meka,participates_in
Silver,Battle with Clockwork Meka,participates_in
Melus,Battle with Clockwork Meka,participates_in
Clorinde,Battle with Clockwork Meka,participates_in
Clorinde,Mastermind,knows
Mastermind,Disappearance Case,plays_role
Clockwork Meka,No serial numbers,has_attribute
Primordial Sea,Fonta,from
Paimon,Hydro sensitivity,has_attribute
Traveler,Oceanid,knows
Callas,Spina di Rosula,member_of
Callas,Jacques's murder,plays_role
As Light Rain Falls Without Reason,Hotel Debord,occurs_in
As Light Rain Falls Without Reason,Fountain of Lucine,occurs_in
Battle with Clockwork Meka,Fountain of Lucine,occurs_in
Spina di Rosula,Court of Fontaine,occurs_in
As Light Rain Falls Without Reason,Prelude of Blancheur and Noirceur,after
As Light Rain Falls Without Reason,To the Stars Shining in the Depths,before
Traveler,Investigation of Callas' death,participates_in
Paimon,Investigation of Callas' death,participates_in
Navia,Investigation of Callas' death,participates_in
Navia,Melus,knows
Navia,Silver,knows
Melus,Poisson headquarters,member_of
Silver,Poisson headquarters,member_of
Callas,Clorinde,opposes
Clorinde,Duelist,plays_role
Callas' death,Arena,occurs_in
Mother's death,Callas' death,before
Neuvillette,Case file archives,has
Palais Mermonia,Neuvillette's office,has_attribute
Sedene,Palais Mermonia,member_of
Vacher,Witness,plays_role
Disappearance case,Poisson,occurs_in
Jacques,Informant,plays_role
Jacques,Murdered,has_attribute
Callas,Illness,has_attribute
Florent,Suspect,plays_role
Thierry,Suspect,plays_role
Marcel,Suspect,plays_role
Sinthe,Dangerous,has_attribute
Callas,Sinthe sellers,opposes
Jacques' family,Poisson,from
Gardemeks,Difficult to modify,has_attribute
Traveler,Investigation,participates_in
Paimon,Investigation,participates_in
Tartaglia,Suspect,plays_role
Marcel,Suspect,plays_role
Navia,Evidence,knows
Traveler,Marcel,knows
Traveler,Sinthe production facility,occurs_in
Paimon,Sinthe production facility,occurs_in
Tartaglia,Opera House,occurs_in
Navia,Opera House,occurs_in
Marcel,Opera House,occurs_in
Neuvillette,Opera House,occurs_in
Furina,Opera House,occurs_in
Clorinde,Opera House,occurs_in
Traveler,Evidence,has
Vacher,Experimenter,plays_role
Vigneire,Notebook,has_attribute
Marcel,Vacher,knows
Neuvillette,Oratrice Mecanique d'Analyse Cardinale,has
Tartaglia,Electro Delusion,has
Tartaglia,Foul Legacy Transformation,has
Neuvillette,Hydro power,has_attribute
Oratrice Mecanique d'Analyse Cardinale,Verdict,has_attribute
Furina,Verdict,knows
Neuvillette,Childe,knows
Neuvillette,investigator,plays_role
Traveler,Marcel,knows
Traveler,Vacher,knows
Marcel,Vacher,knows
Marcel,Traveler,knows
Neuvillette,Traveler,knows
Neuvillette,Marcel,knows
Marcel,dream,has
Traveler,Oceanid,knows
Oceanid,Marcel,knows
Oceanid,Vigneire,knows
Vigneire,Marcel,knows
Traveler,Paimon,knows
Traveler,Navia,knows
Navia,Traveler,knows
Navia,Clorinde,knows
Neuvillette,Clorinde,knows
Neuvillette,Callas,knows
Traveler,Neuvillette,knows
Paimon,Neuvillette,knows
Neuvillette,Furina,knows
Furina,Neuvillette,knows
Traveler,Flashback,has
Flashback,Childe's time in prison,has_attribute
Traveler,Dream,knows
Dream,about Childe,has_attribute
Traveler,Paimon,knows
Traveler,Exploring prison facilities,participates_in
Paimon,Exploring prison facilities,participates_in
Working for three days,results in being served mystery meat,has_attribute
Betting on two fighters,not allowed,has_attribute
Traveler,Rules,knows
Traveler,Vidoc,knows
Paimon,Vidoc,knows
Vidoc,Hidden rules,knows
Cannibals,Pipes,occurs_in
Cannibals,prey on victims at night,has_attribute
Traveler,Investigating hidden rules,participates_in
Paimon,Investigating hidden rules,participates_in
Vidoc,Missing,has_attribute
Traveler,Fielding,knows
Paimon,Fielding,knows
Fielding,Rumors of strange sounds,knows
Strange sounds,Pipes,occurs_in
Pipe-cleaning,Every month,occurs_in
Traveler,Vision,has
Vision,about Childe,has_attribute
Childe,Escaping through pipes,participates_in
Traveler,Three people,knows
Three people,Hidden rules,knows
Hidden rules,Farce to protect Childe,has_attribute
Three people,Childe,knows
Childe,Heard a voice,has_attribute
Entrance to pipes,Flooded,has_attribute
Traveler,Lyney,knows
Lyney,Freminet,knows
Paimon,Childe's behavior,knows
To the Stars Shining in the Depths,3 Achievements,includes
Traveler,Cataclysm's Quickening,participates_in
Paimon,Cataclysm's Quickening,participates_in
Cataclysm's Quickening,Meeting Lyney,includes
Traveler,Meeting Lyney,participates_in
Paimon,Meeting Lyney,participates_in
Lyney,Meeting Lyney,participates_in
Traveler,Laverune,knows
Traveler,Cuistot,knows
Laverune,Bombshell Bros,member_of
Cuistot,Bombshell Bros,member_of
Lyney,Childe,knows
Lyney,Father,knows
Childe,Fontaine,from
Freminet,Cataclysm's Quickening,participates_in
Lynette,Cataclysm's Quickening,participates_in
Traveler,Infiltrate Infirmary,participates_in
Sigewinne,Cataclysm's Quickening,participates_in
Jurieu,Cataclysm's Quickening,participates_in
Lourvine,Cataclysm's Quickening,participates_in
Lynette,Infiltrate Infirmary,participates_in
Wriothesley,Cataclysm's Quickening,participates_in
Wriothesley,Lyney,knows
Wriothesley,Lynette,knows
Wriothesley,Freminet,knows
Wriothesley,Father,knows
Neuvillette,Cataclysm's Quickening,participates_in
Wriothesley,Neuvillette,knows
Sigewinne,cooking,has_attribute
Melusines,Cataclysm's Quickening,participates_in
Clorinde,Cataclysm's Quickening,participates_in
Freminet,Primordial Seawater,has
Childe,Primordial Seawater,has
Lynette,Helping the unconscious person,participates_in
Traveler,Helping the unconscious person,participates_in
Twins,Helping the unconscious person,participates_in
Unconscious person,Regained consciousness,has_attribute
Unconscious person,Clorinde saved him,knows
Clorinde,Savior,plays_role
Sigewinne,Wriothesley,knows
Lyney,His siblings,knows
Traveler,Wriothesley,knows
Paimon,Wriothesley,knows
Wriothesley,Fatui operatives,knows
Children,Fatui operatives,member_of
Wriothesley,Lyney's motive,knows
Lyney,Investigating the forbidden zone,has_attribute
Wriothesley,Clorinde,knows
Wriothesley,Administrator,plays_role
Paimon,Sluice gate,knows
Wriothesley,Sluice gate's purpose,knows
Wriothesley,Primordial Sea,knows
Wriothesley,Egeria,knows
Egeria,Previous Hydro Archon,plays_role
Criminals,Exiled,has_attribute
Egeria,Granted forgiveness,has_attribute
Wriothesley,Remurian legend,knows
Lyney,Traveler's information,knows
Paimon,Traveler's information,knows
Traveler,Wriothesley's information,knows
Paimon,Wriothesley's information,knows
Siblings,Shocked,has_attribute
Lyney,His family,knows
Sigewinne,Clorinde,knows
Traveler,Sluice gate failing,knows
Wriothesley,Cryo powers,has_attribute
Clorinde,Electro powers,has_attribute
Wriothesley,Neuvillette,knows
Neuvillette,Furina,knows
Furina,Knave,knows
Paimon,Prophecy,knows
Arlecchino,Prophecy,knows
Neuvillette,Hydro powers,has_attribute
Arlecchino,Furina,knows
Furina,Plan,knows
Arlecchino,Furina,opposes
Arlecchino,Traveler,knows
Arlecchino,Childe,knows
Arlecchino,Furina,knows
Arlecchino,Neuvillette,knows
Traveler,Arlecchino,knows
Traveler,Furina,knows
Traveler,Neuvillette,knows
Traveler,Paimon,knows
Traveler,Freminet,knows
Traveler,Wriothesley,knows
Paimon,Arlecchino,knows
Paimon,Traveler,knows
Paimon,Furina,knows
Paimon,Neuvillette,knows
Neuvillette,Traveler,knows
Neuvillette,Paimon,knows
Neuvillette,Furina,knows
Furina,Traveler,knows
Furina,Paimon,knows
Furina,Neuvillette,knows
Furina,Hydro Archon,has_attribute
Neuvillette,Hydro Archon,has_attribute
Childe,Fatui,member_of
Arlecchino,Fatui,member_of
Tea Party,Opera House,occurs_in
Arlecchino,Tea Party,participates_in
Traveler,Tea Party,participates_in
Furina,Gnosis,has
Neuvillette,Gnosis,has
Assassination Attempt,Opera House,occurs_in
Arlecchino,Assassination Attempt,participates_in
Furina,Assassination Attempt,opposes
Traveler,Masquerade of the Guilty,participates_in
Paimon,Masquerade of the Guilty,participates_in
Masquerade of the Guilty,Fortress of Meropide,occurs_in
Traveler,Paimon,knows
Traveler,Monglane,knows
Traveler,Wriothesley,knows
Traveler,Neuvillette,knows
Wriothesley,Neuvillette,knows
Neuvillette,seal,has
Masquerade of the Guilty,Palais Mermonia,occurs_in
Traveler,Sedenes,knows
Traveler,Childe,knows
Childe,Vision,has
Masquerade of the Guilty,Poisson,occurs_in
Masquerade of the Guilty,Primordial Sea,occurs_in
Spina di Rosula,Navia,member_of
Traveler,Navia,knows
Navia,Melus,knows
Navia,Silver,knows
Traveler,Arlecchino,knows
Arlecchino,Fatui,member_of
House of the Hearth,Arlecchino,knows
Masquerade of the Guilty,ancient ruins,occurs_in
Neuvillette,Oceanids,knows
Navia,Joinville,knows
Traveler,Investigation of Fontaine's Prophecy,participates_in
Paimon,Investigation of Fontaine's Prophecy,participates_in
Fontaine,destruction prophecy,has_attribute
Egeria,Previous Hydro Archon,plays_role
Egeria,Second Slate Image,occurs_in
Furina,Third Slate Image,occurs_in
Furina,Fourth Slate Image,occurs_in
Neuvillette,Furina,knows
Neuvillette,Furina,opposes
Traveler,Navia,knows
Paimon,Navia,knows
Traveler,Fleuve Cendre,member_of
Paimon,Fleuve Cendre,member_of
Mona,Mondstadt,from
Mona,Prophecy,knows
Steambird,Mona,knows
Mona,Hexenzirkel,member_of
Traveler,Mona,knows
Paimon,Mona,knows
Neuvillette,Victims List,has
Furina,Egeria,knows
Traveler,Neuvillette,knows
Traveler,Lyney,knows
Traveler,Lynette,knows
Traveler,Freminet,knows
Traveler,Clorinde,knows
Neuvillette,Poisson,occurs_in
"Mage ""N""",Traveler,knows
"Mage ""N""",Paimon,knows
Mona,Charlotte,knows
Charlotte,Prophecy,knows
Paimon,Hotel Debord,occurs_in
Sedene,Hotel Debord,occurs_in
Paimon,Sedene,knows
Charlotte,Steambird,member_of
Traveler,Teyvat,from
Isadora,Fleuve Cendre,member_of
Riot,Opera Epiclese,occurs_in
Furina,Opera Epiclese,occurs_in
Marechaussee Phantom,Opera Epiclese,occurs_in
Furina,Poisson,occurs_in
Traveler,Furina,knows
Paimon,Furina,knows
Traveler,Death Sentence of Furina,participates_in
Furina,Opera,plays_role
Neuvillette,Hydro Dragon,has_attribute
Neuvillette,All-Devouring Narwhal,opposes
Traveler,All-Devouring Narwhal,opposes
Skirk,Surtalogi,knows
Skirk,Childe's master,plays_role
Rhinedottir,Albedo's creator,plays_role
Focalors,Heavenly Principles,opposes
Focalors,Oceanid,from
Furina,Cursed,has_attribute
Neuvillette,Hydro Gnosis,has
Fatui,Snezhnaya,member_of
Clorinde,Furina,opposes
Charlotte,Steambird,from
Childe,Fatui,member_of
Childe,Snezhnaya,from
Arlecchino,Harbingers,member_of
Tsaritsa,Snezhnaya,member_of
Childe,Vision,has
Neuvillette,Skirk,knows
Hydro Gnosis,Descender,from
Neuvillette,Skirk,knows
Skirk,Tartaglia,knows
Tartaglia,relaying information,plays_role
Neuvillette,reasoning,has
Neuvillette,Traveler,knows
Traveler,Fourth Descender,has_attribute
Traveler,Paimon,knows
Traveler,Childe,knows
