id,label
crash site,Entity
battle report,Entity
Maztl,Entity
sky-demon,Entity
stadium,Entity
evacuation,Entity
contaminated,Entity
Menilek,Entity
final hero,Entity
ritual,Entity
Night Warden War,Entity
Tumor Destruction,Entity
Abyss's Plan,Entity
Ronova's Powers,Entity
Rift Destruction,Entity
Feast,Entity
Abyss Suppression,Entity
Abyss Location,Entity
Natlan Defense,Entity
Mavuika's Regret,Entity
Night Kingdom Expedition,Entity
Mavuika's Fate,Entity
Death Sentence,Entity
Abyss Resistance,Entity
Traveler's Resistance,Entity
Ancient Name Bearer,Entity
Vulnerability to Abyss,Entity
Mavuika's Power Use,Entity
Final Foe,Entity
Final Words,Entity
All Fires Fuel the Flame,Entity
Mutota,Entity
Atoco,Entity
Cochitta,Entity
Ocotlan,Entity
post-traumatic stress disorder,Entity
Gosoythoth,Entity
Duarte,Entity
Izcalli,Entity
Cuallee,Entity
Ohtli,Entity
Itotia,Entity
Munay,Entity
Abyssal Corrosion Syndrome,Entity
Abyssal invasion of Natlan,Entity
Guthred,Entity
skilled in medicine,Entity
military doctor,Entity
second-in-command,Entity
Ronova's power,Entity
Ruler of Death,Entity
creating the Traveler's Ancient Name,Entity
Incandescent Ode of Resurrection,Entity
Act V,Entity
Abyss conflict,Entity
feast,Entity
Hanwi,Entity
Abyssal Corrosion Syndrome Treatment,Entity
despondent,Entity
Anpao,Entity
Zumalli,Entity
Hnaska,Entity
Cetan,Entity
Hine,Entity
creates Ancient Name,Entity
Tumaini,Entity
hope,Entity
Sulfurous Veins,Entity
Ancient Name Test,Entity
Mimesis Battle,Entity
Bona,Entity
Cocoui,Entity
Story Created by Masters of the Night-Wind,Entity
Iktomisaurus,Entity
Qucusaur,Entity
Battle with Gosoythoth,Entity
Sword-Wielding Dragon,Entity
Pyro Power,Entity
Celebration Ceremony,Entity
Feathered Crown,Entity
Slated to Die,Entity
Ochkanatlan,Entity
Fallen City,Entity
Rift,Entity
Modified Heart,Entity
Letter,Entity
Crown,Entity
Sadigua,Entity
Story,Entity
Celebration in Natlan,Entity
Mission to steal Pyro Gnosis,Entity
Capitano's mission,Entity
Worry about Gnosis,Entity
Nod-Krai,Entity
Conflict with Snezhnaya,Entity
Men snooping in Natlan,Entity
Plans for people with elemental power,Entity
Teyvat's false sky,Entity
Chapter VI,Entity
God of Snezhnaya,Entity
Loyalty to Tsaritsa,Entity
Chapter ??,Entity
Epilogue,Entity
fallen kingdom,Entity
